Date,Course,Tees,Rating,Slope,Par,Duration,Transport,Score,Fairways Hit,Fairways To Hit,Greens in Reg,Putts,Nine Hole Round
6/17/2018,Mercer Oaks Golf Course (West),White,70.7,131,36, ,Cart,49,4,7,0,15,true
